Call Id	Agent	Date	Time	Topic	Answered (Y/N)	Resolved	Speed of answer in seconds	AvgTalkDuration	Satisfaction rating
ID4241	Jim	2021-03-16	12:43:12	Streaming	Y	Y	33	0:06:40	3
ID4242	Stewart	2021-03-16	12:43:12	Streaming	Y	Y	58	0:01:06	4
ID4243	Greg	2021-03-16	12:48:58	Contract related	Y	Y	72	0:05:47	3
ID4244	Greg	2021-03-16	12:48:58	Payment related	Y	Y	63	0:05:27	5
ID4245	Diane	2021-03-16	13:04:48	Streaming	Y	Y	52	0:03:32	4
ID4246	Joe	2021-03-16	13:04:48	Streaming	N	N			
ID4247	Stewart	2021-03-16	13:16:19	Technical Support	Y	Y	106	0:05:31	5
ID4248	Diane	2021-03-16	13:16:19	Admin Support	Y	Y	26	0:06:34	3
ID4249	Diane	2021-03-16	13:29:17	Payment related	Y	Y	76	0:03:29	5
ID4250	Stewart	2021-03-16	13:29:17	Technical Support	Y	Y	45	0:06:29	5
ID4251	Martha	2021-03-16	13:32:10	Contract related	N	N			
ID4252	Dan	2021-03-16	13:32:10	Payment related	Y	Y	61	0:01:30	3
ID4253	Greg	2021-03-16	13:56:38	Technical Support	N	N			
ID4254	Dan	2021-03-16	13:56:38	Contract related	Y	N	38	0:04:55	2
ID4255	Jim	2021-03-16	14:09:36	Contract related	Y	Y	19	0:02:13	4
ID4256	Joe	2021-03-16	14:09:36	Streaming	Y	Y	15	0:03:03	4
ID4257	Becky	2021-03-16	14:13:55	Streaming	Y	Y	90	0:04:55	3
ID4258	Stewart	2021-03-16	14:13:55	Admin Support	Y	Y	99	0:01:04	3
ID4259	Becky	2021-03-16	14:13:55	Contract related	Y	Y	18	0:01:56	5
ID4260	Jim	2021-03-16	14:13:55	Payment related	Y	Y	65	0:02:35	4
ID4261	Martha	2021-03-16	14:25:26	Admin Support	Y	Y	91	0:05:37	4
ID4262	Jim	2021-03-16	14:25:26	Streaming	Y	Y	95	0:02:04	4
ID4263	Jim	2021-03-16	14:34:05	Streaming	Y	Y	87	0:04:44	4
ID4264	Dan	2021-03-16	14:34:05	Payment related	Y	Y	71	0:06:01	3
ID4265	Jim	2021-03-16	15:21:36	Admin Support	Y	Y	74	0:03:04	5
ID4266	Jim	2021-03-16	15:21:36	Technical Support	Y	Y	28	0:05:05	4
ID4267	Joe	2021-03-16	15:40:19	Contract related	Y	Y	101	0:02:53	3
ID4268	Martha	2021-03-16	15:40:19	Contract related	N	N			
ID4269	Martha	2021-03-16	15:43:12	Payment related	Y	Y	90	0:04:48	3
ID4270	Joe	2021-03-16	15:43:12	Contract related	Y	Y	76	0:04:56	5
ID4271	Diane	2021-03-16	16:00:29	Payment related	N	N			
ID4272	Joe	2021-03-16	16:00:29	Contract related	Y	N	20	0:01:19	5
ID4273	Becky	2021-03-16	16:13:26	Contract related	Y	N	26	0:06:19	3
ID4274	Stewart	2021-03-16	16:13:26	Contract related	Y	Y	53	0:01:12	3
ID4275	Greg	2021-03-16	16:36:29	Contract related	Y	Y	26	0:02:57	4
ID4276	Joe	2021-03-16	16:36:29	Payment related	Y	Y	66	0:03:42	3
ID4277	Dan	2021-03-16	17:09:36	Payment related	Y	N	105	0:05:32	4
ID4278	Diane	2021-03-16	17:09:36	Admin Support	Y	Y	111	0:01:13	3
ID4279	Martha	2021-03-16	17:49:55	Contract related	Y	Y	26	0:06:30	1
ID4280	Jim	2021-03-16	17:49:55	Contract related	N	N			
ID4281	Stewart	2021-03-17	9:05:46	Payment related	Y	N	50	0:02:52	4
ID4282	Dan	2021-03-17	9:05:46	Streaming	Y	Y	57	0:06:06	5
ID4283	Jim	2021-03-17	9:43:12	Technical Support	Y	Y	26	0:01:19	5
ID4284	Greg	2021-03-17	9:43:12	Admin Support	Y	Y	104	0:06:58	1
ID4285	Becky	2021-03-17	10:59:31	Technical Support	Y	Y	93	0:05:21	1
ID4286	Jim	2021-03-17	10:59:31	Technical Support	Y	Y	108	0:02:05	3
ID4287	Martha	2021-03-17	11:25:26	Streaming	Y	Y	42	0:02:22	5
ID4288	Martha	2021-03-17	11:25:26	Technical Support	N	N			
ID4289	Jim	2021-03-17	11:44:10	Admin Support	Y	Y	94	0:05:17	5
ID4290	Dan	2021-03-17	11:44:10	Contract related	Y	Y	74	0:03:05	3
ID4291	Diane	2021-03-17	12:43:12	Contract related	Y	Y	117	0:02:21	5
ID4292	Dan	2021-03-17	12:43:12	Admin Support	N	N			
ID4293	Martha	2021-03-17	13:01:55	Payment related	Y	Y	49	0:00:54	1
ID4294	Diane	2021-03-17	13:01:55	Streaming	Y	Y	23	0:04:40	3
ID4295	Joe	2021-03-17	13:24:58	Streaming	N	N			
ID4296	Martha	2021-03-17	13:24:58	Streaming	Y	Y	84	0:02:16	5
ID4297	Martha	2021-03-17	13:58:05	Payment related	Y	Y	69	0:01:19	1
ID4298	Diane	2021-03-17	13:58:05	Technical Support	Y	Y	25	0:04:44	3
ID4299	Becky	2021-03-17	14:00:58	Payment related	N	N			
ID4300	Martha	2021-03-17	14:00:58	Technical Support	N	N			
ID4301	Greg	2021-03-17	14:19:41	Payment related	Y	Y	34	0:04:33	4
ID4302	Joe	2021-03-17	14:19:41	Streaming	Y	N	45	0:03:45	1
ID4303	Martha	2021-03-17	14:21:07	Streaming	N	N			
ID4304	Dan	2021-03-17	14:21:07	Payment related	Y	Y	29	0:01:50	5
ID4305	Jim	2021-03-17	15:17:17	Technical Support	Y	Y	26	0:03:15	4
ID4306	Diane	2021-03-17	15:17:17	Streaming	Y	Y	115	0:04:28	4
ID4307	Martha	2021-03-17	15:47:31	Payment related	Y	Y	78	0:04:08	3
ID4308	Jim	2021-03-17	15:47:31	Streaming	Y	N	41	0:04:11	3
ID4309	Diane	2021-03-17	16:20:38	Contract related	Y	Y	21	0:02:26	5
ID4310	Dan	2021-03-17	16:20:38	Streaming	N	N			
ID4311	Martha	2021-03-17	16:22:05	Streaming	Y	Y	47	0:04:30	5
ID4312	Jim	2021-03-17	16:22:05	Payment related	Y	N	98	0:05:59	2
ID4313	Joe	2021-03-17	16:42:14	Contract related	N	N			
ID4314	Martha	2021-03-17	16:42:14	Payment related	Y	Y	51	0:04:34	4
ID4315	Becky	2021-03-17	16:46:34	Streaming	Y	Y	70	0:05:35	4
ID4316	Diane	2021-03-17	16:46:34	Contract related	Y	Y	58	0:06:20	2
ID4317	Jim	2021-03-17	16:52:19	Technical Support	N	N			
ID4318	Greg	2021-03-17	16:52:19	Admin Support	N	N			
ID4319	Greg	2021-03-17	17:12:29	Streaming	Y	Y	39	0:03:54	5
ID4320	Joe	2021-03-17	17:12:29	Payment related	Y	Y	55	0:03:25	1
ID4321	Diane	2021-03-17	17:13:55	Contract related	Y	Y	80	0:03:05	3
ID4322	Dan	2021-03-17	17:13:55	Payment related	Y	Y	68	0:03:29	4
ID4323	Diane	2021-03-17	17:24:00	Technical Support	Y	Y	96	0:02:14	3
ID4324	Greg	2021-03-17	17:24:00	Payment related	Y	Y	32	0:03:48	3
ID4325	Stewart	2021-03-17	17:26:53	Admin Support	N	N			
ID4326	Diane	2021-03-17	17:26:53	Streaming	Y	Y	90	0:01:53	3
ID4327	Dan	2021-03-17	17:48:29	Streaming	Y	Y	108	0:03:15	4
ID4328	Stewart	2021-03-17	17:48:29	Technical Support	Y	N	120	0:05:34	4
ID4329	Dan	2021-03-17	18:00:00	Contract related	Y	Y	21	0:04:39	5
ID4330	Greg	2021-03-17	18:00:00	Contract related	N	N			
ID4331	Martha	2021-03-18	9:14:24	Payment related	Y	N	59	0:02:47	4
ID4332	Stewart	2021-03-18	9:14:24	Admin Support	Y	Y	14	0:05:22	3
ID4333	Joe	2021-03-18	9:21:36	Contract related	N	N			
ID4334	Stewart	2021-03-18	9:21:36	Streaming	Y	Y	57	0:00:44	3
ID4335	Dan	2021-03-18	10:32:10	Streaming	Y	Y	123	0:04:04	3
ID4336	Dan	2021-03-18	10:32:10	Streaming	Y	Y	71	0:05:41	3
ID4337	Stewart	2021-03-18	10:56:38	Contract related	Y	N	71	0:04:16	3
ID4338	Martha	2021-03-18	10:56:38	Technical Support	Y	Y	41	0:06:22	3
ID4339	Dan	2021-03-18	11:38:24	Contract related	N	N			
ID4340	Martha	2021-03-18	11:38:24	Technical Support	Y	Y	80	0:05:43	4
ID4341	Stewart	2021-03-18	12:02:53	Payment related	N	N			
ID4342	Greg	2021-03-18	12:02:53	Payment related	Y	Y	57	0:01:12	2
ID4343	Stewart	2021-03-18	12:30:14	Streaming	Y	Y	17	0:02:39	3
ID4344	Martha	2021-03-18	12:30:14	Admin Support	Y	Y	93	0:04:47	5
ID4345	Greg	2021-03-18	12:51:50	Payment related	Y	Y	13	0:00:43	3
ID4346	Stewart	2021-03-18	12:51:50	Payment related	Y	Y	64	0:01:42	4
ID4347	Stewart	2021-03-18	13:36:29	Technical Support	Y	Y	98	0:01:50	5
ID4348	Greg	2021-03-18	13:36:29	Technical Support	Y	N	83	0:02:28	2
ID4349	Martha	2021-03-18	13:49:26	Streaming	Y	N	116	0:06:18	5
ID4350	Becky	2021-03-18	13:49:26	Streaming	Y	Y	104	0:00:46	2
ID4351	Martha	2021-03-18	14:02:24	Streaming	Y	Y	83	0:05:34	5
ID4352	Martha	2021-03-18	14:02:24	Admin Support	Y	Y	26	0:06:48	4
ID4353	Diane	2021-03-18	14:25:26	Admin Support	Y	Y	47	0:00:36	2
ID4354	Jim	2021-03-18	14:25:26	Contract related	N	N			
ID4355	Dan	2021-03-18	14:41:17	Admin Support	N	N			
ID4356	Joe	2021-03-18	14:41:17	Technical Support	Y	N	34	0:03:07	4
ID4357	Becky	2021-03-18	14:52:48	Technical Support	Y	Y	65	0:03:42	5
ID4358	Diane	2021-03-18	14:52:48	Streaming	Y	Y	54	0:06:19	3
ID4359	Joe	2021-03-18	14:52:48	Technical Support	Y	Y	108	0:05:15	4
ID4360	Jim	2021-03-18	14:52:48	Contract related	Y	Y	114	0:04:42	4
ID4361	Jim	2021-03-18	15:48:58	Admin Support	Y	Y	109	0:02:59	3
ID4362	Jim	2021-03-18	15:48:58	Streaming	Y	Y	115	0:03:35	3
ID4363	Joe	2021-03-18	16:03:22	Streaming	Y	Y	125	0:04:07	3
ID4364	Joe	2021-03-18	16:03:22	Technical Support	Y	Y	116	0:03:19	4
ID4365	Greg	2021-03-18	16:16:19	Admin Support	Y	Y	12	0:02:51	3
ID4366	Becky	2021-03-18	16:16:19	Streaming	Y	Y	96	0:02:14	5
ID4367	Diane	2021-03-18	16:30:43	Streaming	Y	Y	13	0:05:17	5
ID4368	Jim	2021-03-18	16:30:43	Payment related	N	N			
ID4369	Jim	2021-03-18	16:58:05	Contract related	Y	Y	96	0:06:22	3
ID4370	Greg	2021-03-18	16:58:05	Payment related	N	N			
ID4371	Dan	2021-03-18	17:08:10	Streaming	Y	Y	37	0:05:55	3
ID4372	Stewart	2021-03-18	17:08:10	Technical Support	Y	Y	45	0:06:15	4
ID4373	Becky	2021-03-18	17:22:34	Streaming	Y	Y	44	0:02:44	5
ID4374	Greg	2021-03-18	17:22:34	Contract related	N	N			
ID4375	Martha	2021-03-18	17:26:53	Contract related	Y	Y	65	0:03:19	3
ID4376	Martha	2021-03-18	17:26:53	Streaming	Y	Y	48	0:02:07	4
ID4377	Stewart	2021-03-18	17:41:17	Technical Support	Y	Y	119	0:02:34	1
ID4378	Jim	2021-03-18	17:41:17	Contract related	Y	N	102	0:05:16	3
ID4379	Stewart	2021-03-19	9:15:50	Contract related	Y	Y	30	0:05:10	5
ID4380	Joe	2021-03-19	9:15:50	Payment related	Y	Y	51	0:05:19	1
ID4381	Jim	2021-03-19	9:47:31	Contract related	N	N			
ID4382	Becky	2021-03-19	9:47:31	Technical Support	Y	Y	39	0:05:10	5
ID4383	Becky	2021-03-19	10:03:22	Payment related	Y	Y	102	0:05:27	2
ID4384	Stewart	2021-03-19	10:03:22	Payment related	Y	Y	112	0:00:40	3
ID4385	Becky	2021-03-19	10:14:53	Payment related	N	N			
ID4386	Martha	2021-03-19	10:14:53	Technical Support	Y	Y	42	0:04:36	5
ID4387	Greg	2021-03-19	11:12:29	Admin Support	Y	Y	87	0:01:28	3
ID4388	Becky	2021-03-19	11:12:29	Payment related	N	N			
ID4389	Becky	2021-03-19	11:13:55	Contract related	Y	Y	123	0:02:32	3
ID4390	Stewart	2021-03-19	11:13:55	Payment related	N	N			
ID4391	Dan	2021-03-19	11:29:46	Contract related	Y	Y	98	0:01:26	3
ID4392	Jim	2021-03-19	11:29:46	Streaming	Y	Y	45	0:00:39	4
ID4393	Stewart	2021-03-19	12:14:24	Payment related	Y	Y	50	0:02:14	3
ID4394	Joe	2021-03-19	12:14:24	Payment related	Y	Y	102	0:04:30	4
ID4395	Diane	2021-03-19	12:27:22	Admin Support	Y	Y	93	0:02:12	1
ID4396	Stewart	2021-03-19	12:27:22	Admin Support	Y	Y	28	0:05:27	3
ID4397	Jim	2021-03-19	12:59:02	Payment related	N	N			
ID4398	Martha	2021-03-19	12:59:02	Streaming	N	N			
ID4399	Joe	2021-03-19	12:59:02	Technical Support	Y	N	123	0:00:46	4
ID4400	Greg	2021-03-19	12:59:02	Admin Support	Y	Y	112	0:04:09	4
ID4401	Stewart	2021-03-19	13:07:41	Contract related	Y	Y	12	0:01:16	3
ID4402	Dan	2021-03-19	13:07:41	Contract related	Y	Y	107	0:06:01	4
ID4403	Diane	2021-03-19	13:55:12	Technical Support	Y	Y	97	0:03:38	2
ID4404	Joe	2021-03-19	13:55:12	Contract related	N	N			
ID4405	Joe	2021-03-19	14:18:14	Admin Support	N	N			
ID4406	Diane	2021-03-19	14:18:14	Admin Support	Y	Y	98	0:06:47	4
ID4407	Jim	2021-03-19	15:21:36	Streaming	Y	Y	96	0:05:49	2
ID4408	Diane	2021-03-19	15:21:36	Payment related	N	N			
ID4409	Joe	2021-03-19	15:24:29	Payment related	Y	Y	60	0:01:17	1
ID4410	Joe	2021-03-19	15:24:29	Contract related	Y	Y	115	0:04:56	3
ID4411	Martha	2021-03-19	15:28:48	Contract related	Y	Y	86	0:02:17	4
ID4412	Martha	2021-03-19	15:28:48	Payment related	Y	Y	99	0:02:10	2
ID4413	Greg	2021-03-19	15:34:34	Admin Support	Y	N	55	0:03:31	4
ID4414	Joe	2021-03-19	15:34:34	Streaming	Y	N	100	0:01:32	2
ID4415	Becky	2021-03-19	16:27:50	Contract related	Y	Y	101	0:01:24	4
ID4416	Joe	2021-03-19	16:27:50	Payment related	Y	Y	105	0:06:19	5
ID4417	Stewart	2021-03-19	16:33:36	Payment related	N	N			
ID4418	Greg	2021-03-19	16:33:36	Contract related	Y	Y	47	0:06:54	4
ID4419	Greg	2021-03-19	16:43:41	Admin Support	Y	Y	123	0:02:40	3
ID4420	Jim	2021-03-19	16:43:41	Streaming	Y	N	108	0:04:39	3
ID4421	Stewart	2021-03-20	9:05:46	Admin Support	N	N			
ID4422	Martha	2021-03-20	9:05:46	Technical Support	Y	Y	35	0:01:07	5
ID4423	Jim	2021-03-20	9:57:36	Technical Support	Y	Y	80	0:03:07	5
ID4424	Dan	2021-03-20	9:57:36	Technical Support	Y	Y	16	0:02:55	5
ID4425	Dan	2021-03-20	10:17:46	Admin Support	Y	Y	102	0:06:15	3
ID4426	Stewart	2021-03-20	10:17:46	Streaming	N	N			
ID4427	Joe	2021-03-20	10:19:12	Streaming	Y	Y	111	0:06:16	3
ID4428	Becky	2021-03-20	10:19:12	Payment related	Y	Y	81	0:04:45	4
ID4429	Diane	2021-03-20	10:42:14	Contract related	N	N			
ID4430	Martha	2021-03-20	10:42:14	Technical Support	Y	Y	32	0:00:36	5
ID4431	Dan	2021-03-20	11:12:29	Payment related	N	N			
ID4432	Diane	2021-03-20	11:12:29	Streaming	Y	Y	52	0:03:14	3
ID4433	Martha	2021-03-20	11:25:26	Technical Support	Y	Y	112	0:03:11	5
ID4434	Becky	2021-03-20	11:25:26	Technical Support	Y	Y	30	0:06:15	3
ID4435	Becky	2021-03-20	11:47:02	Admin Support	Y	Y	91	0:01:59	1
ID4436	Greg	2021-03-20	11:47:02	Streaming	Y	Y	53	0:05:15	3
ID4437	Becky	2021-03-20	11:55:41	Contract related	N	N			
ID4438	Diane	2021-03-20	11:55:41	Contract related	N	N			
ID4439	Jim	2021-03-20	12:12:58	Technical Support	Y	Y	40	0:05:02	3
ID4440	Diane	2021-03-20	12:12:58	Contract related	Y	Y	45	0:05:46	5
ID4441	Jim	2021-03-20	12:24:29	Streaming	N	N			
ID4442	Stewart	2021-03-20	12:24:29	Admin Support	Y	Y	89	0:03:37	2
ID4443	Becky	2021-03-20	13:07:41	Technical Support	Y	Y	24	0:01:50	5
ID4444	Diane	2021-03-20	13:07:41	Technical Support	Y	Y	76	0:05:04	3
ID4445	Greg	2021-03-20	13:12:00	Streaming	Y	Y	27	0:04:17	2
ID4446	Stewart	2021-03-20	13:12:00	Contract related	Y	N	27	0:02:31	4
ID4447	Diane	2021-03-20	13:42:14	Contract related	Y	Y	104	0:05:32	2
ID4448	Diane	2021-03-20	13:42:14	Admin Support	Y	Y	110	0:03:29	1
ID4449	Joe	2021-03-20	13:46:34	Contract related	Y	Y	51	0:05:11	4
ID4450	Dan	2021-03-20	13:46:34	Contract related	Y	Y	65	0:05:49	2
ID4451	Greg	2021-03-20	14:26:53	Admin Support	Y	Y	21	0:03:12	4
ID4452	Becky	2021-03-20	14:26:53	Streaming	Y	Y	29	0:01:13	3
ID4453	Diane	2021-03-20	15:23:02	Payment related	N	N			
ID4454	Joe	2021-03-20	15:23:02	Technical Support	N	N			
ID4455	Stewart	2021-03-20	15:41:46	Contract related	Y	Y	124	0:03:03	4
ID4456	Greg	2021-03-20	15:41:46	Streaming	Y	Y	21	0:04:24	1
ID4457	Martha	2021-03-20	15:43:12	Admin Support	Y	Y	121	0:02:18	3
ID4458	Becky	2021-03-20	15:43:12	Technical Support	N	N			
ID4459	Dan	2021-03-20	15:43:12	Payment related	Y	Y	56	0:02:47	2
ID4460	Greg	2021-03-20	15:43:12	Contract related	Y	Y	10	0:06:13	3
ID4461	Martha	2021-03-20	15:44:38	Payment related	Y	Y	56	0:02:52	4
ID4462	Joe	2021-03-20	15:44:38	Payment related	N	N			
ID4463	Jim	2021-03-20	15:56:10	Technical Support	Y	Y	17	0:00:31	3
ID4464	Martha	2021-03-20	15:56:10	Contract related	Y	Y	37	0:00:50	5
ID4465	Becky	2021-03-20	16:06:14	Streaming	Y	Y	108	0:01:06	5
ID4466	Diane	2021-03-20	16:06:14	Technical Support	Y	Y	18	0:05:43	5
ID4467	Martha	2021-03-20	16:50:53	Streaming	N	N			
ID4468	Martha	2021-03-20	16:50:53	Streaming	Y	Y	77	0:04:43	4
ID4469	Diane	2021-03-20	17:32:38	Streaming	Y	Y	34	0:04:31	1
ID4470	Greg	2021-03-20	17:32:38	Contract related	Y	Y	73	0:01:42	3
ID4471	Martha	2021-03-20	17:44:10	Streaming	N	N			
ID4472	Greg	2021-03-20	17:44:10	Admin Support	Y	Y	120	0:02:42	3
ID4473	Stewart	2021-03-20	17:57:07	Technical Support	Y	Y	100	0:05:17	1
ID4474	Martha	2021-03-20	17:57:07	Payment related	Y	Y	93	0:06:18	4
ID4475	Diane	2021-03-20	17:58:34	Streaming	Y	N	17	0:00:49	4
ID4476	Stewart	2021-03-20	17:58:34	Payment related	Y	Y	17	0:05:09	2
ID4477	Jim	2021-03-21	9:01:26	Contract related	Y	Y	56	0:04:25	2
ID4478	Diane	2021-03-21	9:01:26	Admin Support	N	N			
ID4479	Dan	2021-03-21	9:04:19	Contract related	Y	Y	97	0:02:39	2
ID4480	Stewart	2021-03-21	9:04:19	Streaming	Y	Y	25	0:06:20	4
ID4481	Diane	2021-03-21	9:27:22	Technical Support	Y	Y	47	0:02:50	4
ID4482	Jim	2021-03-21	9:27:22	Payment related	Y	Y	70	0:01:55	3
ID4483	Greg	2021-03-21	10:01:55	Technical Support	Y	Y	86	0:03:07	3
ID4484	Stewart	2021-03-21	10:01:55	Contract related	Y	Y	92	0:04:09	5
ID4485	Greg	2021-03-21	10:35:02	Admin Support	Y	Y	122	0:01:28	3
ID4486	Diane	2021-03-21	10:35:02	Streaming	Y	Y	11	0:06:48	3
ID4487	Diane	2021-03-21	10:43:41	Technical Support	Y	Y	27	0:06:08	3
ID4488	Greg	2021-03-21	10:43:41	Contract related	N	N			
ID4489	Becky	2021-03-21	11:09:36	Payment related	Y	Y	17	0:01:58	4
ID4490	Greg	2021-03-21	11:09:36	Payment related	Y	Y	113	0:03:14	3
ID4491	Dan	2021-03-21	11:31:12	Payment related	N	N			
ID4492	Becky	2021-03-21	11:31:12	Streaming	Y	Y	101	0:03:22	3
ID4493	Becky	2021-03-21	11:47:02	Contract related	Y	Y	69	0:02:34	1
ID4494	Stewart	2021-03-21	11:47:02	Technical Support	Y	Y	24	0:03:57	3
ID4495	Becky	2021-03-21	11:55:41	Technical Support	Y	Y	84	0:02:00	4
ID4496	Greg	2021-03-21	11:55:41	Technical Support	N	N			
ID4497	Diane	2021-03-21	12:00:00	Payment related	N	N			
ID4498	Diane	2021-03-21	12:00:00	Technical Support	N	N			
ID4499	Martha	2021-03-21	12:18:43	Streaming	Y	Y	92	0:04:10	3
ID4500	Joe	2021-03-21	12:18:43	Admin Support	N	N			
ID4501	Stewart	2021-03-21	12:53:17	Payment related	N	N			
ID4502	Diane	2021-03-21	12:53:17	Streaming	Y	Y	114	0:03:55	2
ID4503	Diane	2021-03-21	12:53:17	Payment related	Y	Y	109	0:04:39	3
ID4504	Diane	2021-03-21	12:53:17	Technical Support	Y	Y	89	0:02:31	3
ID4505	Dan	2021-03-21	13:09:07	Payment related	Y	Y	124	0:03:38	3
ID4506	Martha	2021-03-21	13:09:07	Streaming	Y	Y	43	0:01:07	5
ID4507	Dan	2021-03-21	13:30:43	Contract related	Y	Y	110	0:05:20	5
ID4508	Becky	2021-03-21	13:30:43	Streaming	Y	Y	31	0:03:19	4
ID4509	Stewart	2021-03-21	13:49:26	Payment related	N	N			
ID4510	Diane	2021-03-21	13:49:26	Admin Support	N	N			
ID4511	Diane	2021-03-21	14:12:29	Streaming	Y	Y	17	0:04:48	3
ID4512	Becky	2021-03-21	14:12:29	Contract related	Y	Y	111	0:05:25	3
ID4513	Diane	2021-03-21	14:16:48	Admin Support	Y	Y	10	0:03:21	2
ID4514	Stewart	2021-03-21	14:16:48	Contract related	Y	Y	121	0:01:29	1
ID4515	Dan	2021-03-21	14:22:34	Payment related	Y	Y	114	0:01:58	4
ID4516	Greg	2021-03-21	14:22:34	Technical Support	Y	Y	49	0:00:32	4
ID4517	Greg	2021-03-21	14:29:46	Admin Support	Y	Y	114	0:03:25	1
ID4518	Jim	2021-03-21	14:29:46	Streaming	Y	Y	75	0:02:42	3
ID4519	Jim	2021-03-21	14:36:58	Payment related	Y	N	42	0:03:25	5
ID4520	Greg	2021-03-21	14:36:58	Payment related	Y	Y	95	0:04:57	3
ID4521	Stewart	2021-03-21	15:12:58	Admin Support	Y	Y	88	0:06:25	3
ID4522	Joe	2021-03-21	15:12:58	Technical Support	Y	Y	51	0:02:48	3
ID4523	Martha	2021-03-21	15:15:50	Contract related	Y	Y	28	0:00:49	1
ID4524	Diane	2021-03-21	15:15:50	Payment related	Y	N	86	0:06:14	4
ID4525	Diane	2021-03-21	15:24:29	Contract related	Y	N	60	0:03:18	4
ID4526	Joe	2021-03-21	15:24:29	Streaming	Y	Y	60	0:04:47	2
ID4527	Dan	2021-03-21	16:06:14	Payment related	Y	Y	63	0:01:51	4
ID4528	Joe	2021-03-21	16:06:14	Technical Support	Y	Y	23	0:06:21	4
ID4529	Greg	2021-03-21	16:12:00	Technical Support	N	N			
ID4530	Becky	2021-03-21	16:12:00	Streaming	Y	Y	100	0:01:48	4
ID4531	Jim	2021-03-21	16:52:19	Admin Support	Y	Y	105	0:00:32	4
ID4532	Greg	2021-03-21	16:52:19	Technical Support	Y	Y	29	0:02:11	4
ID4533	Becky	2021-03-21	17:26:53	Admin Support	N	N			
ID4534	Stewart	2021-03-21	17:26:53	Payment related	Y	N	98	0:04:09	2
ID4535	Dan	2021-03-21	17:32:38	Contract related	Y	Y	108	0:05:28	4
ID4536	Becky	2021-03-21	17:32:38	Payment related	N	N			
ID4537	Stewart	2021-03-21	17:42:43	Contract related	Y	Y	116	0:06:33	5
ID4538	Stewart	2021-03-21	17:42:43	Streaming	Y	Y	78	0:05:30	4
ID4539	Diane	2021-03-22	9:44:38	Payment related	N	N			
ID4540	Greg	2021-03-22	9:44:38	Payment related	Y	Y	81	0:03:51	3
ID4541	Diane	2021-03-22	9:46:05	Streaming	Y	Y	84	0:00:53	2
ID4542	Stewart	2021-03-22	9:46:05	Contract related	Y	Y	24	0:05:34	4
ID4543	Dan	2021-03-22	10:03:22	Streaming	Y	Y	114	0:05:43	3
ID4544	Diane	2021-03-22	10:03:22	Contract related	N	N			
ID4545	Greg	2021-03-22	10:07:41	Contract related	Y	N	32	0:03:11	5
ID4546	Martha	2021-03-22	10:07:41	Contract related	Y	Y	16	0:03:10	4
ID4547	Jim	2021-03-22	10:14:53	Admin Support	Y	N	104	0:04:44	5
ID4548	Stewart	2021-03-22	10:14:53	Technical Support	Y	Y	40	0:00:53	3
ID4549	Joe	2021-03-22	11:19:41	Contract related	Y	Y	80	0:02:47	4
ID4550	Jim	2021-03-22	11:19:41	Payment related	Y	Y	88	0:05:10	4
ID4551	Joe	2021-03-22	12:00:00	Admin Support	Y	Y	86	0:03:39	3
ID4552	Martha	2021-03-22	12:00:00	Streaming	Y	Y	57	0:06:38	4
ID4553	Jim	2021-03-22	12:05:46	Contract related	Y	Y	96	0:06:10	5
ID4554	Jim	2021-03-22	12:05:46	Technical Support	Y	Y	72	0:04:20	2
ID4555	Jim	2021-03-22	12:07:12	Admin Support	Y	Y	37	0:01:16	5
ID4556	Jim	2021-03-22	12:07:12	Technical Support	N	N			
ID4557	Martha	2021-03-22	12:46:05	Technical Support	Y	Y	37	0:00:32	1
ID4558	Becky	2021-03-22	12:46:05	Streaming	Y	Y	10	0:01:49	5
ID4559	Diane	2021-03-22	13:26:24	Admin Support	N	N			
ID4560	Dan	2021-03-22	13:26:24	Technical Support	Y	Y	120	0:02:03	3
ID4561	Becky	2021-03-22	13:27:50	Contract related	Y	Y	95	0:04:04	4
ID4562	Jim	2021-03-22	13:27:50	Technical Support	Y	Y	74	0:05:55	3
ID4563	Diane	2021-03-22	13:32:10	Contract related	N	N			
ID4564	Diane	2021-03-22	13:32:10	Streaming	N	N			
ID4565	Stewart	2021-03-22	13:43:41	Technical Support	Y	Y	77	0:01:20	3
ID4566	Joe	2021-03-22	13:43:41	Technical Support	Y	Y	50	0:03:31	4
ID4567	Diane	2021-03-22	14:13:55	Payment related	Y	Y	94	0:04:52	3
ID4568	Becky	2021-03-22	14:13:55	Technical Support	Y	Y	109	0:03:09	2
ID4569	Dan	2021-03-22	14:48:29	Contract related	Y	Y	30	0:02:19	1
ID4570	Joe	2021-03-22	14:48:29	Admin Support	Y	Y	124	0:05:27	4
ID4571	Becky	2021-03-22	14:51:22	Technical Support	N	N			
ID4572	Diane	2021-03-22	14:51:22	Contract related	N	N			
ID4573	Joe	2021-03-22	15:25:55	Streaming	Y	Y	114	0:04:08	3
ID4574	Greg	2021-03-22	15:25:55	Technical Support	Y	Y	32	0:05:00	4
ID4575	Martha	2021-03-22	15:41:46	Contract related	Y	Y	75	0:01:45	4
ID4576	Dan	2021-03-22	15:41:46	Contract related	Y	N	109	0:06:06	2
ID4577	Martha	2021-03-22	16:03:22	Streaming	Y	Y	116	0:02:42	3
ID4578	Dan	2021-03-22	16:03:22	Technical Support	Y	Y	26	0:02:31	3
